clean,corrupted,clean_answer_idx,corrupted_answer_idx,label
The politician yelled that,The woman yelled that,344,703,1
The psychiatrist ran because,The man ran because,703,344,0
The conductor went home because,The woman went home because,344,703,1
The advocate went home because,The man went home because,703,344,0
The teenager yelled because,The man yelled because,703,344,0
The teacher yelled that,The man yelled that,703,344,0
The teenager drove because,The man drove because,703,344,0
The therapist laughed because,The man laughed because,703,344,0
The dancer yelled that,The man yelled that,703,344,0
The clerk went home because,The man went home because,703,344,0
The bishop drove because,The woman drove because,344,703,1
The clerk laughed because,The man laughed because,703,344,0
The warrior ate because,The woman ate because,344,703,1
The comic stayed up because,The woman stayed up because,344,703,1
The author was fired because,The woman was fired because,344,703,1
The performer was promoted because,The man was promoted because,703,344,0
The clerk wished that,The man wished that,703,344,0
The analyst laughed because,The woman laughed because,344,703,1
The editor was fired because,The woman was fired because,344,703,1
The waiter was fired because,The woman was fired because,344,703,1
The clerk yelled because,The man yelled because,703,344,0
The tutor yelled because,The man yelled because,703,344,0
The athlete went home because,The woman went home because,344,703,1
The comic went home because,The woman went home because,344,703,1
The nurse wished that,The man wished that,703,344,0
The therapist cried because,The man cried because,703,344,0
The filmmaker was promoted because,The woman was promoted because,344,703,1
The secretary went home because,The man went home because,703,344,0
The photographer was fired because,The man was fired because,703,344,0
The nurse yelled because,The man yelled because,703,344,0
The clerk wanted that,The man wanted that,703,344,0
The photographer slept because,The man slept because,703,344,0
The maid wanted that,The man wanted that,703,344,0
The narrator yelled because,The woman yelled because,344,703,1
The preacher laughed because,The woman laughed because,344,703,1
The actress wanted that,The man wanted that,703,344,0
The teenager ran because,The man ran because,703,344,0
The observer said that,The man said that,703,344,0
The observer ate because,The man ate because,703,344,0
The tutor was promoted because,The man was promoted because,703,344,0
The tutor cried because,The man cried because,703,344,0
The counselor wanted that,The man wanted that,703,344,0
The landlord cried because,The woman cried because,344,703,1
The surgeon ate because,The woman ate because,344,703,1
The clerk stayed up because,The man stayed up because,703,344,0
The photographer yelled that,The man yelled that,703,344,0
The singer was promoted because,The man was promoted because,703,344,0
The physician said that,The woman said that,344,703,1
The counselor drove because,The man drove because,703,344,0
The accountant said that,The woman said that,344,703,1
The instructor desired that,The man desired that,703,344,0
The artist desired that,The man desired that,703,344,0
The sergeant ate because,The woman ate because,344,703,1
The secretary laughed because,The man laughed because,703,344,0
The judge ran because,The woman ran because,344,703,1
The psychiatrist was fired because,The man was fired because,703,344,0
The nun yelled because,The man yelled because,703,344,0
The trader whispered that,The woman whispered that,344,703,1
The commentator laughed because,The woman laughed because,344,703,1
The editor desired that,The woman desired that,344,703,1
The detective ate because,The woman ate because,344,703,1
The commissioner cried because,The woman cried because,344,703,1
The diplomat wanted that,The woman wanted that,344,703,1
The programmer whispered that,The woman whispered that,344,703,1
The journalist drove because,The woman drove because,344,703,1
The medic desired that,The woman desired that,344,703,1
The nurse went home because,The man went home because,703,344,0
The businessman desired that,The woman desired that,344,703,1
The astronaut was promoted because,The woman was promoted because,344,703,1
The secretary was fired because,The man was fired because,703,344,0
The footballer stayed up because,The woman stayed up because,344,703,1
The chef slept because,The woman slept because,344,703,1
The economist ran because,The woman ran because,344,703,1
The nun whispered that,The man whispered that,703,344,0
The therapist was fired because,The man was fired because,703,344,0
The architect wanted that,The woman wanted that,344,703,1
The commentator said that,The woman said that,344,703,1
The athlete was fired because,The woman was fired because,344,703,1
The doctor ran because,The woman ran because,344,703,1
The protagonist said that,The woman said that,344,703,1
The teacher cried because,The man cried because,703,344,0
The journalist ran because,The woman ran because,344,703,1
The tutor laughed because,The man laughed because,703,344,0
The dancer laughed because,The man laughed because,703,344,0
The nun wanted that,The man wanted that,703,344,0
The aide drove because,The man drove because,703,344,0
The substitute yelled because,The man yelled because,703,344,0
The nurse said that,The man said that,703,344,0
The critic went home because,The woman went home because,344,703,1
The observer laughed because,The man laughed because,703,344,0
The captain wished that,The woman wished that,344,703,1
The sergeant was promoted because,The woman was promoted because,344,703,1
The banker ran because,The woman ran because,344,703,1
The psychiatrist cried because,The man cried because,703,344,0
The clerk drove because,The man drove because,703,344,0
The coach went home because,The woman went home because,344,703,1
The chef wished that,The woman wished that,344,703,1
The instructor slept because,The man slept because,703,344,0
The officer cried because,The woman cried because,344,703,1
The aide wanted that,The man wanted that,703,344,0
The aide whispered that,The man whispered that,703,344,0
The principal drove because,The woman drove because,344,703,1
The architect desired that,The woman desired that,344,703,1
The nun laughed because,The man laughed because,703,344,0
The artist said that,The man said that,703,344,0
The actress desired that,The man desired that,703,344,0
The nun yelled that,The man yelled that,703,344,0
The investigator laughed because,The woman laughed because,344,703,1
The detective stayed up because,The woman stayed up because,344,703,1
The soldier desired that,The woman desired that,344,703,1
The therapist wanted that,The man wanted that,703,344,0
The accountant drove because,The woman drove because,344,703,1
The president was fired because,The woman was fired because,344,703,1
The worker yelled because,The woman yelled because,344,703,1
The critic desired that,The woman desired that,344,703,1
The therapist whispered that,The man whispered that,703,344,0
The drummer stayed up because,The woman stayed up because,344,703,1
The dancer drove because,The man drove because,703,344,0
The maid yelled because,The man yelled because,703,344,0
The guitarist stayed up because,The woman stayed up because,344,703,1
The substitute wished that,The man wished that,703,344,0
The instructor ran because,The man ran because,703,344,0
The scholar ate because,The woman ate because,344,703,1
The advocate was promoted because,The man was promoted because,703,344,0
The teenager slept because,The man slept because,703,344,0
The investigator was fired because,The woman was fired because,344,703,1
The nun slept because,The man slept because,703,344,0
The chef yelled because,The woman yelled because,344,703,1
The tutor desired that,The man desired that,703,344,0
