clean,corrupted,clean_answer_idx,corrupted_answer_idx,label
The therapist slept because,The man slept because,673,339,0
The maid slept because,The man slept because,673,339,0
The substitute yelled because,The man yelled because,673,339,0
The lawyer yelled because,The woman yelled because,339,673,1
The planner ran because,The man ran because,673,339,0
The fisherman wanted that,The woman wanted that,339,673,1
The superintendent drove because,The woman drove because,339,673,1
The baker ran because,The man ran because,673,339,0
The clerk went home because,The man went home because,673,339,0
The planner wished that,The man wished that,673,339,0
The adventurer wanted that,The woman wanted that,339,673,1
The protagonist desired that,The woman desired that,339,673,1
The maid desired that,The man desired that,673,339,0
The accountant whispered that,The woman whispered that,339,673,1
The missionary was promoted because,The woman was promoted because,339,673,1
The ranger wished that,The woman wished that,339,673,1
The poet stayed up because,The man stayed up because,673,339,0
The researcher was promoted because,The woman was promoted because,339,673,1
The magistrate slept because,The woman slept because,339,673,1
The guitarist ate because,The woman ate because,339,673,1
The painter wished that,The woman wished that,339,673,1
The protester wanted that,The man wanted that,673,339,0
The dancer desired that,The man desired that,673,339,0
The dancer yelled that,The man yelled that,673,339,0
The dentist ran because,The woman ran because,339,673,1
The historian desired that,The woman desired that,339,673,1
The cleric said that,The woman said that,339,673,1
The instructor wished that,The man wished that,673,339,0
The nun drove because,The man drove because,673,339,0
The photographer yelled because,The man yelled because,673,339,0
The president was promoted because,The woman was promoted because,339,673,1
The drummer went home because,The woman went home because,339,673,1
The servant was fired because,The woman was fired because,339,673,1
The nun wished that,The man wished that,673,339,0
The soldier was promoted because,The woman was promoted because,339,673,1
The advocate yelled because,The man yelled because,673,339,0
The actress went home because,The man went home because,673,339,0
The artist yelled because,The man yelled because,673,339,0
The physician was promoted because,The woman was promoted because,339,673,1
The observer went home because,The man went home because,673,339,0
The photographer was fired because,The man was fired because,673,339,0
The ranger ate because,The woman ate because,339,673,1
The waitress laughed because,The man laughed because,673,339,0
The aide stayed up because,The man stayed up because,673,339,0
The warrior desired that,The woman desired that,339,673,1
The advocate wished that,The man wished that,673,339,0
The singer yelled because,The man yelled because,673,339,0
The performer cried because,The man cried because,673,339,0
The filmmaker yelled that,The woman yelled that,339,673,1
The secretary whispered that,The man whispered that,673,339,0
The deputy yelled because,The woman yelled because,339,673,1
The clerk cried because,The man cried because,673,339,0
The minister yelled because,The woman yelled because,339,673,1
The director yelled that,The woman yelled that,339,673,1
The therapist was fired because,The man was fired because,673,339,0
The performer stayed up because,The man stayed up because,673,339,0
The dentist slept because,The woman slept because,339,673,1
The curator said that,The woman said that,339,673,1
The performer desired that,The man desired that,673,339,0
The waitress slept because,The man slept because,673,339,0
The aide wished that,The man wished that,673,339,0
The singer stayed up because,The man stayed up because,673,339,0
The baker drove because,The man drove because,673,339,0
The teacher stayed up because,The man stayed up because,673,339,0
The physicist cried because,The woman cried because,339,673,1
The chemist said that,The woman said that,339,673,1
The poet ran because,The man ran because,673,339,0
The accountant said that,The woman said that,339,673,1
The lieutenant was promoted because,The woman was promoted because,339,673,1
The teacher drove because,The man drove because,673,339,0
The teacher slept because,The man slept because,673,339,0
The singer whispered that,The man whispered that,673,339,0
The ambassador ran because,The woman ran because,339,673,1
The consultant yelled that,The woman yelled that,339,673,1
The secretary was fired because,The man was fired because,673,339,0
The therapist drove because,The man drove because,673,339,0
The commander was promoted because,The woman was promoted because,339,673,1
The banker cried because,The woman cried because,339,673,1
The lawyer stayed up because,The woman stayed up because,339,673,1
The tutor went home because,The man went home because,673,339,0
The chef drove because,The woman drove because,339,673,1
The captain drove because,The woman drove because,339,673,1
The manager laughed because,The woman laughed because,339,673,1
The deputy whispered that,The woman whispered that,339,673,1
The priest wanted that,The woman wanted that,339,673,1
The servant was promoted because,The woman was promoted because,339,673,1
The instructor whispered that,The man whispered that,673,339,0
The investigator yelled that,The woman yelled that,339,673,1
The prosecutor was promoted because,The woman was promoted because,339,673,1
The planner slept because,The man slept because,673,339,0
The baker yelled because,The man yelled because,673,339,0
The saint laughed because,The woman laughed because,339,673,1
The therapist yelled because,The man yelled because,673,339,0
The negotiator was fired because,The woman was fired because,339,673,1
The teenager yelled that,The man yelled that,673,339,0
The boss laughed because,The woman laughed because,339,673,1
The superintendent laughed because,The woman laughed because,339,673,1
The educator stayed up because,The man stayed up because,673,339,0
The prosecutor wanted that,The woman wanted that,339,673,1
The critic wished that,The woman wished that,339,673,1
The chancellor ate because,The woman ate because,339,673,1
The investigator wished that,The woman wished that,339,673,1
The educator said that,The man said that,673,339,0
The biologist wished that,The woman wished that,339,673,1
The actress said that,The man said that,673,339,0
The lawmaker yelled because,The woman yelled because,339,673,1
The campaigner yelled because,The woman yelled because,339,673,1
The policeman drove because,The woman drove because,339,673,1
The baker said that,The man said that,673,339,0
The researcher cried because,The woman cried because,339,673,1
The lawmaker was promoted because,The woman was promoted because,339,673,1
The drummer was promoted because,The woman was promoted because,339,673,1
The advocate cried because,The man cried because,673,339,0
The cleric whispered that,The woman whispered that,339,673,1
The ranger ran because,The woman ran because,339,673,1
The priest stayed up because,The woman stayed up because,339,673,1
The treasurer said that,The man said that,673,339,0
The protester slept because,The man slept because,673,339,0
The architect wanted that,The woman wanted that,339,673,1
The maid drove because,The man drove because,673,339,0
The lawmaker wanted that,The woman wanted that,339,673,1
The performer said that,The man said that,673,339,0
The planner whispered that,The man whispered that,673,339,0
The warrior cried because,The woman cried because,339,673,1
The cleric ran because,The woman ran because,339,673,1
The actress cried because,The man cried because,673,339,0
The adventurer ate because,The woman ate because,339,673,1
The goalkeeper was promoted because,The woman was promoted because,339,673,1
The tutor stayed up because,The man stayed up because,673,339,0
The actress laughed because,The man laughed because,673,339,0
The promoter yelled because,The woman yelled because,339,673,1
The poet yelled that,The man yelled that,673,339,0
The officer yelled because,The woman yelled because,339,673,1
The planner went home because,The man went home because,673,339,0
The poet whispered that,The man whispered that,673,339,0
The narrator yelled because,The woman yelled because,339,673,1
The artist slept because,The man slept because,673,339,0
The rabbi drove because,The woman drove because,339,673,1
The educator wanted that,The man wanted that,673,339,0
The waitress ate because,The man ate because,673,339,0
The substitute drove because,The man drove because,673,339,0
The baker whispered that,The man whispered that,673,339,0
The artist whispered that,The man whispered that,673,339,0
The substitute whispered that,The man whispered that,673,339,0
The advocate laughed because,The man laughed because,673,339,0
The manager wanted that,The woman wanted that,339,673,1
The treasurer went home because,The man went home because,673,339,0
The tutor ran because,The man ran because,673,339,0
The tutor wished that,The man wished that,673,339,0
The educator cried because,The man cried because,673,339,0
The nurse whispered that,The man whispered that,673,339,0
The scholar was promoted because,The woman was promoted because,339,673,1
The substitute laughed because,The man laughed because,673,339,0
The astronaut drove because,The woman drove because,339,673,1
The counselor yelled because,The man yelled because,673,339,0
The colonel whispered that,The woman whispered that,339,673,1
The therapist whispered that,The man whispered that,673,339,0
The dancer cried because,The man cried because,673,339,0
The accountant stayed up because,The woman stayed up because,339,673,1
The observer wanted that,The man wanted that,673,339,0
The colonel yelled because,The woman yelled because,339,673,1
The treasurer drove because,The man drove because,673,339,0
The tutor said that,The man said that,673,339,0
The mathematician yelled because,The woman yelled because,339,673,1
The nurse yelled because,The man yelled because,673,339,0
The counselor was promoted because,The man was promoted because,673,339,0
The protester was promoted because,The man was promoted because,673,339,0
The ambassador desired that,The woman desired that,339,673,1
The servant yelled that,The woman yelled that,339,673,1
The author wished that,The woman wished that,339,673,1
The psychiatrist was fired because,The man was fired because,673,339,0
The dean wished that,The woman wished that,339,673,1
The priest drove because,The woman drove because,339,673,1
The narrator wanted that,The woman wanted that,339,673,1
The treasurer ran because,The man ran because,673,339,0
The commander cried because,The woman cried because,339,673,1
The mechanic was promoted because,The woman was promoted because,339,673,1
The instructor was fired because,The man was fired because,673,339,0
The performer whispered that,The man whispered that,673,339,0
The counselor ate because,The man ate because,673,339,0
The educator ate because,The man ate because,673,339,0
The lecturer laughed because,The woman laughed because,339,673,1
The dean was fired because,The woman was fired because,339,673,1
The ambassador stayed up because,The woman stayed up because,339,673,1
The substitute wanted that,The man wanted that,673,339,0
The psychiatrist drove because,The man drove because,673,339,0
The deputy wanted that,The woman wanted that,339,673,1
The adventurer drove because,The woman drove because,339,673,1
The monk wanted that,The woman wanted that,339,673,1
The assassin stayed up because,The woman stayed up because,339,673,1
The secretary yelled that,The man yelled that,673,339,0
The comedian stayed up because,The woman stayed up because,339,673,1
The baker wished that,The man wished that,673,339,0
The warrior was promoted because,The woman was promoted because,339,673,1
The filmmaker was promoted because,The woman was promoted because,339,673,1
The treasurer ate because,The man ate because,673,339,0
The surgeon was promoted because,The woman was promoted because,339,673,1
The strategist yelled that,The woman yelled that,339,673,1
The lecturer slept because,The woman slept because,339,673,1
The teacher said that,The man said that,673,339,0
The clerk was promoted because,The man was promoted because,673,339,0
The planner was promoted because,The man was promoted because,673,339,0
The substitute desired that,The man desired that,673,339,0
The planner yelled because,The man yelled because,673,339,0
The poet went home because,The man went home because,673,339,0
The photographer wished that,The man wished that,673,339,0
The prisoner laughed because,The woman laughed because,339,673,1
The programmer cried because,The woman cried because,339,673,1
The planner cried because,The man cried because,673,339,0
The maid yelled that,The man yelled that,673,339,0
The counselor ran because,The man ran because,673,339,0
The priest was promoted because,The woman was promoted because,339,673,1
The performer drove because,The man drove because,673,339,0
The nurse was fired because,The man was fired because,673,339,0
The fisherman drove because,The woman drove because,339,673,1
The singer ran because,The man ran because,673,339,0
The adventurer was promoted because,The woman was promoted because,339,673,1
The saint went home because,The woman went home because,339,673,1
The photographer was promoted because,The man was promoted because,673,339,0
The instructor slept because,The man slept because,673,339,0
The aide cried because,The man cried because,673,339,0
The politician stayed up because,The woman stayed up because,339,673,1
The journalist ran because,The woman ran because,339,673,1
The biologist stayed up because,The woman stayed up because,339,673,1
The aide ran because,The man ran because,673,339,0
The planner yelled that,The man yelled that,673,339,0
The salesman slept because,The woman slept because,339,673,1
The performer slept because,The man slept because,673,339,0
The strategist whispered that,The woman whispered that,339,673,1
The scientist said that,The woman said that,339,673,1
The strategist stayed up because,The woman stayed up because,339,673,1
The medic desired that,The woman desired that,339,673,1
The dancer laughed because,The man laughed because,673,339,0
The broadcaster ran because,The woman ran because,339,673,1
The policeman was promoted because,The woman was promoted because,339,673,1
The physicist desired that,The woman desired that,339,673,1
The biologist went home because,The woman went home because,339,673,1
The boxer cried because,The woman cried because,339,673,1
The chemist was fired because,The woman was fired because,339,673,1
The baker slept because,The man slept because,673,339,0
The cleric wished that,The woman wished that,339,673,1
The boss said that,The woman said that,339,673,1
The magistrate ate because,The woman ate because,339,673,1
The goalkeeper yelled that,The woman yelled that,339,673,1
The clerk laughed because,The man laughed because,673,339,0
The physicist whispered that,The woman whispered that,339,673,1
The waitress ran because,The man ran because,673,339,0
The dentist laughed because,The woman laughed because,339,673,1
The secretary was promoted because,The man was promoted because,673,339,0
The assassin yelled that,The woman yelled that,339,673,1
The lawmaker yelled that,The woman yelled that,339,673,1
The campaigner ran because,The woman ran because,339,673,1
The firefighter was fired because,The woman was fired because,339,673,1
The analyst whispered that,The woman whispered that,339,673,1
The businessman stayed up because,The woman stayed up because,339,673,1
The protester ate because,The man ate because,673,339,0
The baker laughed because,The man laughed because,673,339,0
The astronaut ate because,The woman ate because,339,673,1
The photographer whispered that,The man whispered that,673,339,0
The inventor yelled that,The woman yelled that,339,673,1
The promoter laughed because,The woman laughed because,339,673,1
The poet yelled because,The man yelled because,673,339,0
The consultant ran because,The woman ran because,339,673,1
The judge said that,The woman said that,339,673,1
The nun was promoted because,The man was promoted because,673,339,0
The footballer cried because,The woman cried because,339,673,1
The mechanic wished that,The woman wished that,339,673,1
The commander laughed because,The woman laughed because,339,673,1
The judge wanted that,The woman wanted that,339,673,1
The secretary went home because,The man went home because,673,339,0
The performer laughed because,The man laughed because,673,339,0
The officer was promoted because,The woman was promoted because,339,673,1
The planner said that,The man said that,673,339,0
The substitute ran because,The man ran because,673,339,0
The protester stayed up because,The man stayed up because,673,339,0
The athlete was promoted because,The woman was promoted because,339,673,1
The mechanic ran because,The woman ran because,339,673,1
The warrior yelled that,The woman yelled that,339,673,1
The psychiatrist yelled that,The man yelled that,673,339,0
The protester whispered that,The man whispered that,673,339,0
The maid said that,The man said that,673,339,0
The nurse wanted that,The man wanted that,673,339,0
The counselor drove because,The man drove because,673,339,0
The ambassador went home because,The woman went home because,339,673,1
The critic cried because,The woman cried because,339,673,1
The investigator yelled because,The woman yelled because,339,673,1
The fisherman yelled that,The woman yelled that,339,673,1
The aide ate because,The man ate because,673,339,0
The investigator whispered that,The woman whispered that,339,673,1
The poet laughed because,The man laughed because,673,339,0
The cop ran because,The woman ran because,339,673,1
The treasurer yelled because,The man yelled because,673,339,0
The missionary ran because,The woman ran because,339,673,1
The artist desired that,The man desired that,673,339,0
The clerk said that,The man said that,673,339,0
The counselor whispered that,The man whispered that,673,339,0
The assassin wanted that,The woman wanted that,339,673,1
The artist wanted that,The man wanted that,673,339,0
The tutor slept because,The man slept because,673,339,0
The dancer whispered that,The man whispered that,673,339,0
The protester laughed because,The man laughed because,673,339,0
The magistrate whispered that,The woman whispered that,339,673,1
The nun went home because,The man went home because,673,339,0
The dancer stayed up because,The man stayed up because,673,339,0
The waitress whispered that,The man whispered that,673,339,0
The teenager cried because,The man cried because,673,339,0
The counselor desired that,The man desired that,673,339,0
The lawmaker desired that,The woman desired that,339,673,1
The clerk slept because,The man slept because,673,339,0
The advocate wanted that,The man wanted that,673,339,0
The lawmaker was fired because,The woman was fired because,339,673,1
The observer stayed up because,The man stayed up because,673,339,0
The artist was fired because,The man was fired because,673,339,0
The instructor stayed up because,The man stayed up because,673,339,0
The cleric stayed up because,The woman stayed up because,339,673,1
The instructor desired that,The man desired that,673,339,0
The treasurer cried because,The man cried because,673,339,0
The instructor cried because,The man cried because,673,339,0
The rabbi ate because,The woman ate because,339,673,1
The psychiatrist went home because,The man went home because,673,339,0
The promoter ate because,The woman ate because,339,673,1
The lecturer was fired because,The woman was fired because,339,673,1
The actress yelled that,The man yelled that,673,339,0
The substitute was promoted because,The man was promoted because,673,339,0
The cop whispered that,The woman whispered that,339,673,1
The director said that,The woman said that,339,673,1
The observer ran because,The man ran because,673,339,0
The midfielder ate because,The woman ate because,339,673,1
The consultant said that,The woman said that,339,673,1
The superintendent yelled because,The woman yelled because,339,673,1
The nun said that,The man said that,673,339,0
The monk ate because,The woman ate because,339,673,1
