,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
427,"Then, Charles and Kevin were working at the station. Kevin decided to give a drink to","Then, Charles and Kevin were working at the station. Michael decided to give a drink to","Then, Charles and Kevin were working at the station. Charles decided to give a drink to",8444,15273
667,"Then, David and Aaron were thinking about going to the garden. David wanted to give a necklace to","Then, David and Aaron were thinking about going to the garden. Patrick wanted to give a necklace to","Then, David and Aaron were thinking about going to the garden. Aaron wanted to give a necklace to",22234,5119
95,"Then, David and Charles had a lot of fun at the hospital. Charles gave a bone to","Then, David and Charles had a lot of fun at the hospital. Timothy gave a bone to","Then, David and Charles had a lot of fun at the hospital. David gave a bone to",5119,8444
63,"Then, Jesse and Bradley were thinking about going to the school. Jesse wanted to give a snack to","Then, Jesse and Bradley were thinking about going to the school. Gregory wanted to give a snack to","Then, Jesse and Bradley were thinking about going to the school. Bradley wanted to give a snack to",27991,31472
564,"Then, Jeremy and Kevin had a lot of fun at the restaurant. Kevin gave a snack to","Then, Jeremy and Kevin had a lot of fun at the restaurant. Kyle gave a snack to","Then, Jeremy and Kevin had a lot of fun at the restaurant. Jeremy gave a snack to",25413,15273
880,"After Christine and Sean went to the restaurant, Sean gave a snack to","After Christine and Sean went to the restaurant, Mark gave a snack to","After Christine and Sean went to the restaurant, Christine gave a snack to",36449,22723
250,"Then, Anthony and Jacob had a long argument, and afterwards Jacob said to","Then, Anthony and Jacob had a long argument, and afterwards Nathan said to","Then, Anthony and Jacob had a long argument, and afterwards Anthony said to",16358,14737
93,"After Lindsay and Elizabeth went to the office, Lindsay gave a basketball to","After Lindsay and Elizabeth went to the office, Timothy gave a basketball to","After Lindsay and Elizabeth went to the office, Elizabeth gave a basketball to",12694,44056
142,"Then, James and Lauren were thinking about going to the store. Lauren wanted to give a necklace to","Then, James and Lauren were thinking about going to the store. Jose wanted to give a necklace to","Then, James and Lauren were thinking about going to the store. James wanted to give a necklace to",5490,33821
254,"Then, Elizabeth and Cody were working at the school. Elizabeth decided to give a drink to","Then, Elizabeth and Cody were working at the school. Justin decided to give a drink to","Then, Elizabeth and Cody were working at the school. Cody decided to give a drink to",48545,12694
723,"Then, Jennifer and Crystal had a lot of fun at the office. Crystal gave a ring to","Then, Jennifer and Crystal had a lot of fun at the office. Richard gave a ring to","Then, Jennifer and Crystal had a lot of fun at the office. Jennifer gave a ring to",26355,29509
212,"When Travis and Mary got a bone at the store, Travis decided to give it to","When Travis and Mary got a bone at the store, Christina decided to give it to","When Travis and Mary got a bone at the store, Mary decided to give it to",6393,35382
318,"Then, Gregory and Katherine were working at the hospital. Gregory decided to give a bone to","Then, Gregory and Katherine were working at the hospital. Alexander decided to give a bone to","Then, Gregory and Katherine were working at the hospital. Katherine decided to give a bone to",37497,28991
158,"Then, Samuel and Anthony were thinking about going to the office. Anthony wanted to give a basketball to","Then, Samuel and Anthony were thinking about going to the office. Katherine wanted to give a basketball to","Then, Samuel and Anthony were thinking about going to the office. Samuel wanted to give a basketball to",20628,16358
137,"Then, Melissa and Kyle were thinking about going to the office. Kyle wanted to give a bone to","Then, Melissa and Kyle were thinking about going to the office. Aaron wanted to give a bone to","Then, Melissa and Kyle were thinking about going to the office. Melissa wanted to give a bone to",38994,25856
48,"Then, Kelly and Jonathan went to the school. Jonathan gave a drink to","Then, Kelly and Jonathan went to the school. Samuel gave a drink to","Then, Kelly and Jonathan went to the school. Kelly gave a drink to",14943,18985
719,"When Anthony and Alexander got a basketball at the hospital, Anthony decided to give it to","When Anthony and Alexander got a basketball at the hospital, Brandon decided to give it to","When Anthony and Alexander got a basketball at the hospital, Alexander decided to give it to",13651,16358
237,"After Jamie and Anthony went to the restaurant, Jamie gave a bone to","After Jamie and Anthony went to the restaurant, Elizabeth gave a bone to","After Jamie and Anthony went to the restaurant, Anthony gave a bone to",16358,27283
284,"When Alexander and Nathan got a ring at the store, Nathan decided to give it to","When Alexander and Nathan got a ring at the store, Jamie decided to give it to","When Alexander and Nathan got a ring at the store, Alexander decided to give it to",13651,23662
610,"Then, Sara and Christopher had a lot of fun at the station. Christopher gave a basketball to","Then, Sara and Christopher had a lot of fun at the station. Michelle gave a basketball to","Then, Sara and Christopher had a lot of fun at the station. Sara gave a basketball to",31336,19717
197,"When Rebecca and Jose got a kiss at the restaurant, Rebecca decided to give it to","When Rebecca and Jose got a kiss at the restaurant, Michelle decided to give it to","When Rebecca and Jose got a kiss at the restaurant, Jose decided to give it to",7924,31959
554,"When Mary and Stephanie got a ring at the restaurant, Stephanie decided to give it to","When Mary and Stephanie got a ring at the restaurant, Rachel decided to give it to","When Mary and Stephanie got a ring at the restaurant, Mary decided to give it to",6393,38150
7,"Then, Gregory and Kyle were working at the garden. Gregory decided to give a drink to","Then, Gregory and Kyle were working at the garden. Jamie decided to give a drink to","Then, Gregory and Kyle were working at the garden. Kyle decided to give a drink to",25856,28991
176,"Then, Ryan and Jessica had a long argument, and afterwards Ryan said to","Then, Ryan and Jessica had a long argument, and afterwards Sara said to","Then, Ryan and Jessica had a long argument, and afterwards Jessica said to",29489,13114
510,"Then, Shannon and David were thinking about going to the station. David wanted to give a bone to","Then, Shannon and David were thinking about going to the station. Brandon wanted to give a bone to","Then, Shannon and David were thinking about going to the station. Shannon wanted to give a bone to",35175,5119
830,"Then, Tyler and Elizabeth had a lot of fun at the station. Elizabeth gave a basketball to","Then, Tyler and Elizabeth had a lot of fun at the station. David gave a basketball to","Then, Tyler and Elizabeth had a lot of fun at the station. Tyler gave a basketball to",26953,12694
388,"Then, Kelly and Kyle had a long argument, and afterwards Kyle said to","Then, Kelly and Kyle had a long argument, and afterwards Lauren said to","Then, Kelly and Kyle had a long argument, and afterwards Kelly said to",14943,25856
474,"Then, Cody and Steven had a long argument, and afterwards Cody said to","Then, Cody and Steven had a long argument, and afterwards Amber said to","Then, Cody and Steven had a long argument, and afterwards Steven said to",19436,48545
989,"After Sara and Joshua went to the school, Joshua gave a kiss to","After Sara and Joshua went to the school, Andrea gave a kiss to","After Sara and Joshua went to the school, Sara gave a kiss to",31336,29092
61,"After Kevin and Tyler went to the store, Kevin gave a bone to","After Kevin and Tyler went to the store, Aaron gave a bone to","After Kevin and Tyler went to the store, Tyler gave a bone to",26953,15273
774,"After Nicholas and John went to the hospital, John gave a basketball to","After Nicholas and John went to the hospital, Stephen gave a basketball to","After Nicholas and John went to the hospital, Nicholas gave a basketball to",26876,2516
154,"Then, Jamie and Amanda were working at the house. Amanda decided to give a basketball to","Then, Jamie and Amanda were working at the house. Thomas decided to give a basketball to","Then, Jamie and Amanda were working at the house. Jamie decided to give a basketball to",27283,33811
400,"Then, Timothy and Brandon had a lot of fun at the office. Timothy gave a computer to","Then, Timothy and Brandon had a lot of fun at the office. Anthony gave a computer to","Then, Timothy and Brandon had a lot of fun at the office. Brandon gave a computer to",29040,32905
537,"When Shannon and Mark got a basketball at the office, Mark decided to give it to","When Shannon and Mark got a basketball at the office, Megan decided to give it to","When Shannon and Mark got a basketball at the office, Shannon decided to give it to",35175,4744
678,"Then, Heather and Emily had a long argument, and afterwards Emily said to","Then, Heather and Emily had a long argument, and afterwards Laura said to","Then, Heather and Emily had a long argument, and afterwards Heather said to",37083,24504
974,"Then, Christine and Joseph went to the store. Christine gave a ring to","Then, Christine and Joseph went to the store. Lauren gave a ring to","Then, Christine and Joseph went to the store. Joseph gave a ring to",10092,36449
516,"When Charles and Katie got a necklace at the school, Charles decided to give it to","When Charles and Katie got a necklace at the school, Christina decided to give it to","When Charles and Katie got a necklace at the school, Katie decided to give it to",37073,8444
243,"When Daniel and Shannon got a snack at the hospital, Daniel decided to give it to","When Daniel and Shannon got a snack at the hospital, Lisa decided to give it to","When Daniel and Shannon got a snack at the hospital, Shannon decided to give it to",35175,10213
44,"Then, Sara and Jamie had a long argument, and afterwards Jamie said to","Then, Sara and Jamie had a long argument, and afterwards Jacob said to","Then, Sara and Jamie had a long argument, and afterwards Sara said to",31336,27283
76,"Then, Christine and Elizabeth were thinking about going to the school. Christine wanted to give a necklace to","Then, Christine and Elizabeth were thinking about going to the school. Amy wanted to give a necklace to","Then, Christine and Elizabeth were thinking about going to the school. Elizabeth wanted to give a necklace to",12694,36449
87,"Then, Nicholas and Timothy had a lot of fun at the station. Timothy gave a drink to","Then, Nicholas and Timothy had a lot of fun at the station. Rachel gave a drink to","Then, Nicholas and Timothy had a lot of fun at the station. Nicholas gave a drink to",26876,32905
373,"Then, Sean and Benjamin had a long argument, and afterwards Benjamin said to","Then, Sean and Benjamin had a long argument, and afterwards Ashley said to","Then, Sean and Benjamin had a long argument, and afterwards Sean said to",22723,19046
184,"Then, Brian and Lisa were working at the school. Brian decided to give a kiss to","Then, Brian and Lisa were working at the school. Bradley decided to give a kiss to","Then, Brian and Lisa were working at the school. Lisa decided to give a kiss to",22707,14468
741,"After Ashley and Jessica went to the store, Jessica gave a basketball to","After Ashley and Jessica went to the store, Charles gave a basketball to","After Ashley and Jessica went to the store, Ashley gave a basketball to",33747,29489
451,"When John and Ashley got a basketball at the house, John decided to give it to","When John and Ashley got a basketball at the house, Steven decided to give it to","When John and Ashley got a basketball at the house, Ashley decided to give it to",33747,2516
915,"Then, Christina and Nicholas had a long argument, and afterwards Christina said to","Then, Christina and Nicholas had a long argument, and afterwards Erin said to","Then, Christina and Nicholas had a long argument, and afterwards Nicholas said to",26876,47831
607,"Then, David and Emily were working at the school. Emily decided to give a bone to","Then, David and Emily were working at the school. Cody decided to give a bone to","Then, David and Emily were working at the school. David decided to give a bone to",5119,24504
351,"Then, Ashley and John had a lot of fun at the house. John gave a basketball to","Then, Ashley and John had a lot of fun at the house. Michelle gave a basketball to","Then, Ashley and John had a lot of fun at the house. Ashley gave a basketball to",33747,2516
808,"Then, Amber and Matthew went to the garden. Matthew gave a computer to","Then, Amber and Matthew went to the garden. Brian gave a computer to","Then, Amber and Matthew went to the garden. Amber gave a computer to",41131,18322
319,"Then, Bryan and Cody were working at the house. Bryan decided to give a bone to","Then, Bryan and Cody were working at the house. Anthony decided to give a bone to","Then, Bryan and Cody were working at the house. Cody decided to give a bone to",48545,30397
403,"Then, Jason and Alexander had a long argument, and afterwards Jason said to","Then, Jason and Alexander had a long argument, and afterwards Allison said to","Then, Jason and Alexander had a long argument, and afterwards Alexander said to",13651,16553
112,"Then, Sarah and Steven went to the station. Steven gave a snack to","Then, Sarah and Steven went to the station. Joshua gave a snack to","Then, Sarah and Steven went to the station. Sarah gave a snack to",15458,19436
903,"Then, Adam and Anthony went to the hospital. Anthony gave a snack to","Then, Adam and Anthony went to the hospital. Eric gave a snack to","Then, Adam and Anthony went to the hospital. Adam gave a snack to",13187,16358
649,"Then, Kevin and Angela were working at the garden. Angela decided to give a snack to","Then, Kevin and Angela were working at the garden. Bryan decided to give a snack to","Then, Kevin and Angela were working at the garden. Kevin decided to give a snack to",15273,29804
980,"Then, Christine and Amanda had a long argument, and afterwards Amanda said to","Then, Christine and Amanda had a long argument, and afterwards Ryan said to","Then, Christine and Amanda had a long argument, and afterwards Christine said to",36449,33811
538,"Then, Sarah and Richard were working at the garden. Sarah decided to give a basketball to","Then, Sarah and Richard were working at the garden. Jessica decided to give a basketball to","Then, Sarah and Richard were working at the garden. Richard decided to give a basketball to",7727,15458
86,"When Jose and Travis got a kiss at the house, Jose decided to give it to","When Jose and Travis got a kiss at the house, Katherine decided to give it to","When Jose and Travis got a kiss at the house, Travis decided to give it to",35382,7924
835,"When Laura and Christine got a drink at the garden, Laura decided to give it to","When Laura and Christine got a drink at the garden, Jennifer decided to give it to","When Laura and Christine got a drink at the garden, Christine decided to give it to",36449,21960
970,"Then, Rachel and Jesse had a long argument, and afterwards Jesse said to","Then, Rachel and Jesse had a long argument, and afterwards Daniel said to","Then, Rachel and Jesse had a long argument, and afterwards Rachel said to",22739,31472
671,"Then, Katie and Melissa were thinking about going to the office. Katie wanted to give a ring to","Then, Katie and Melissa were thinking about going to the office. Paul wanted to give a ring to","Then, Katie and Melissa were thinking about going to the office. Melissa wanted to give a ring to",38994,37073
912,"After Amber and Kyle went to the station, Amber gave a snack to","After Amber and Kyle went to the station, Travis gave a snack to","After Amber and Kyle went to the station, Kyle gave a snack to",25856,41131
526,"Then, Nathan and Lisa had a lot of fun at the house. Nathan gave a bone to","Then, Nathan and Lisa had a lot of fun at the house. Jessica gave a bone to","Then, Nathan and Lisa had a lot of fun at the house. Lisa gave a bone to",22707,23662
331,"When Bryan and Andrea got a kiss at the office, Bryan decided to give it to","When Bryan and Andrea got a kiss at the office, Gregory decided to give it to","When Bryan and Andrea got a kiss at the office, Andrea decided to give it to",35944,30397
832,"Then, Katherine and Nicole went to the store. Nicole gave a basketball to","Then, Katherine and Nicole went to the store. Kyle gave a basketball to","Then, Katherine and Nicole went to the store. Katherine gave a basketball to",37497,37930
251,"When Andrew and Mark got a snack at the school, Mark decided to give it to","When Andrew and Mark got a snack at the school, Laura decided to give it to","When Andrew and Mark got a snack at the school, Andrew decided to give it to",11116,4744
15,"Then, William and Christina had a long argument, and afterwards William said to","Then, William and Christina had a long argument, and afterwards Lisa said to","Then, William and Christina had a long argument, and afterwards Christina said to",47831,7252
707,"Then, William and Tyler were thinking about going to the hospital. Tyler wanted to give a ring to","Then, William and Tyler were thinking about going to the hospital. Robert wanted to give a ring to","Then, William and Tyler were thinking about going to the hospital. William wanted to give a ring to",7252,26953
45,"Then, Brian and Brandon were working at the station. Brian decided to give a drink to","Then, Brian and Brandon were working at the station. Allison decided to give a drink to","Then, Brian and Brandon were working at the station. Brandon decided to give a drink to",29040,14468
991,"Then, Justin and Christopher were thinking about going to the restaurant. Justin wanted to give a drink to","Then, Justin and Christopher were thinking about going to the restaurant. Megan wanted to give a drink to","Then, Justin and Christopher were thinking about going to the restaurant. Christopher wanted to give a drink to",19717,20839
683,"Then, Ryan and Angela were working at the school. Ryan decided to give a computer to","Then, Ryan and Angela were working at the school. Jonathan decided to give a computer to","Then, Ryan and Angela were working at the school. Angela decided to give a computer to",29804,13114
94,"Then, Allison and Bradley were working at the restaurant. Bradley decided to give a kiss to","Then, Allison and Bradley were working at the restaurant. Joseph decided to give a kiss to","Then, Allison and Bradley were working at the restaurant. Allison decided to give a kiss to",45664,27991
448,"When Jesse and Jonathan got a drink at the store, Jesse decided to give it to","When Jesse and Jonathan got a drink at the store, Shannon decided to give it to","When Jesse and Jonathan got a drink at the store, Jonathan decided to give it to",18985,31472
773,"Then, Erin and Joseph had a lot of fun at the restaurant. Joseph gave a computer to","Then, Erin and Joseph had a lot of fun at the restaurant. Stephen gave a computer to","Then, Erin and Joseph had a lot of fun at the restaurant. Erin gave a computer to",46604,10092
268,"Then, Kevin and Lindsay had a long argument, and afterwards Lindsay said to","Then, Kevin and Lindsay had a long argument, and afterwards Cody said to","Then, Kevin and Lindsay had a long argument, and afterwards Kevin said to",15273,44056
481,"Then, Sara and Justin went to the store. Sara gave a ring to","Then, Sara and Justin went to the store. Rebecca gave a ring to","Then, Sara and Justin went to the store. Justin gave a ring to",20839,31336
281,"Then, Emily and Justin went to the office. Justin gave a computer to","Then, Emily and Justin went to the office. Amy gave a computer to","Then, Emily and Justin went to the office. Emily gave a computer to",24504,20839
698,"Then, Robert and Melissa had a lot of fun at the school. Melissa gave a bone to","Then, Robert and Melissa had a lot of fun at the school. Lisa gave a bone to","Then, Robert and Melissa had a lot of fun at the school. Robert gave a bone to",6911,38994
848,"When Sean and Jennifer got a snack at the store, Sean decided to give it to","When Sean and Jennifer got a snack at the store, Jesse decided to give it to","When Sean and Jennifer got a snack at the store, Jennifer decided to give it to",26355,22723
934,"When Lisa and Christine got a kiss at the restaurant, Christine decided to give it to","When Lisa and Christine got a kiss at the restaurant, Lindsey decided to give it to","When Lisa and Christine got a kiss at the restaurant, Lisa decided to give it to",22707,36449
213,"Then, Paul and Stephanie were working at the hospital. Paul decided to give a computer to","Then, Paul and Stephanie were working at the hospital. Gregory decided to give a computer to","Then, Paul and Stephanie were working at the hospital. Stephanie decided to give a computer to",38150,5171
692,"When Jonathan and Jose got a drink at the office, Jonathan decided to give it to","When Jonathan and Jose got a drink at the office, Stephen decided to give it to","When Jonathan and Jose got a drink at the office, Jose decided to give it to",7924,18985
404,"Then, Stephen and William were thinking about going to the station. William wanted to give a necklace to","Then, Stephen and William were thinking about going to the station. Richard wanted to give a necklace to","Then, Stephen and William were thinking about going to the station. Stephen wanted to give a necklace to",12167,7252
663,"After Rachel and Aaron went to the hospital, Aaron gave a basketball to","After Rachel and Aaron went to the hospital, Bryan gave a basketball to","After Rachel and Aaron went to the hospital, Rachel gave a basketball to",22739,22234
750,"Then, Crystal and Justin went to the hospital. Crystal gave a snack to","Then, Crystal and Justin went to the hospital. Rebecca gave a snack to","Then, Crystal and Justin went to the hospital. Justin gave a snack to",20839,29509
207,"Then, Allison and Adam went to the station. Adam gave a drink to","Then, Allison and Adam went to the station. Nicholas gave a drink to","Then, Allison and Adam went to the station. Allison gave a drink to",45664,13187
805,"When Eric and Jennifer got a necklace at the station, Jennifer decided to give it to","When Eric and Jennifer got a necklace at the station, Anthony decided to give it to","When Eric and Jennifer got a necklace at the station, Eric decided to give it to",12284,26355
285,"Then, Alexander and Jose were thinking about going to the school. Alexander wanted to give a bone to","Then, Alexander and Jose were thinking about going to the school. Thomas wanted to give a bone to","Then, Alexander and Jose were thinking about going to the school. Jose wanted to give a bone to",7924,13651
231,"When Paul and Jason got a drink at the store, Paul decided to give it to","When Paul and Jason got a drink at the store, Megan decided to give it to","When Paul and Jason got a drink at the store, Jason decided to give it to",16553,5171
759,"Then, Jeffrey and Allison were thinking about going to the school. Jeffrey wanted to give a bone to","Then, Jeffrey and Allison were thinking about going to the school. Megan wanted to give a bone to","Then, Jeffrey and Allison were thinking about going to the school. Allison wanted to give a bone to",45664,30274
354,"Then, Patrick and Lauren were thinking about going to the hospital. Patrick wanted to give a basketball to","Then, Patrick and Lauren were thinking about going to the hospital. Matthew wanted to give a basketball to","Then, Patrick and Lauren were thinking about going to the hospital. Lauren wanted to give a basketball to",33821,15435
362,"Then, Brian and Jesse went to the office. Jesse gave a basketball to","Then, Brian and Jesse went to the office. Patrick gave a basketball to","Then, Brian and Jesse went to the office. Brian gave a basketball to",14468,31472
620,"Then, Kyle and Angela went to the store. Kyle gave a kiss to","Then, Kyle and Angela went to the store. Melissa gave a kiss to","Then, Kyle and Angela went to the store. Angela gave a kiss to",29804,25856
818,"When Rebecca and Jeremy got a necklace at the restaurant, Rebecca decided to give it to","When Rebecca and Jeremy got a necklace at the restaurant, Jeffrey decided to give it to","When Rebecca and Jeremy got a necklace at the restaurant, Jeremy decided to give it to",25413,31959
58,"Then, Stephanie and Robert had a long argument, and afterwards Stephanie said to","Then, Stephanie and Robert had a long argument, and afterwards Elizabeth said to","Then, Stephanie and Robert had a long argument, and afterwards Robert said to",6911,38150
294,"When Anthony and William got a drink at the station, Anthony decided to give it to","When Anthony and William got a drink at the station, Katie decided to give it to","When Anthony and William got a drink at the station, William decided to give it to",7252,16358
990,"Then, Jose and Stephanie were thinking about going to the office. Stephanie wanted to give a basketball to","Then, Jose and Stephanie were thinking about going to the office. Megan wanted to give a basketball to","Then, Jose and Stephanie were thinking about going to the office. Jose wanted to give a basketball to",7924,38150
103,"Then, Christine and Andrea went to the hospital. Andrea gave a ring to","Then, Christine and Andrea went to the hospital. William gave a ring to","Then, Christine and Andrea went to the hospital. Christine gave a ring to",36449,35944
882,"After Christina and Joseph went to the school, Christina gave a bone to","After Christina and Joseph went to the school, Robert gave a bone to","After Christina and Joseph went to the school, Joseph gave a bone to",10092,47831
840,"After Ryan and Stephen went to the garden, Stephen gave a basketball to","After Ryan and Stephen went to the garden, Sarah gave a basketball to","After Ryan and Stephen went to the garden, Ryan gave a basketball to",13114,12167
913,"When Allison and Jesse got a drink at the house, Jesse decided to give it to","When Allison and Jesse got a drink at the house, Nathan decided to give it to","When Allison and Jesse got a drink at the house, Allison decided to give it to",45664,31472
669,"Then, Robert and Lindsey were thinking about going to the hospital. Robert wanted to give a snack to","Then, Robert and Lindsey were thinking about going to the hospital. Angela wanted to give a snack to","Then, Robert and Lindsey were thinking about going to the hospital. Lindsey wanted to give a snack to",50178,6911
109,"After Jonathan and William went to the house, Jonathan gave a drink to","After Jonathan and William went to the house, Aaron gave a drink to","After Jonathan and William went to the house, William gave a drink to",7252,18985
922,"Then, Joseph and Stephanie had a lot of fun at the house. Stephanie gave a computer to","Then, Joseph and Stephanie had a lot of fun at the house. Aaron gave a computer to","Then, Joseph and Stephanie had a lot of fun at the house. Joseph gave a computer to",10092,38150
65,"Then, Kelly and Jennifer went to the station. Kelly gave a necklace to","Then, Kelly and Jennifer went to the station. Katie gave a necklace to","Then, Kelly and Jennifer went to the station. Jennifer gave a necklace to",26355,14943
26,"Then, Shannon and Ryan had a lot of fun at the restaurant. Shannon gave a snack to","Then, Shannon and Ryan had a lot of fun at the restaurant. Alexander gave a snack to","Then, Shannon and Ryan had a lot of fun at the restaurant. Ryan gave a snack to",13114,35175
705,"Then, Jose and Nicole had a lot of fun at the station. Jose gave a bone to","Then, Jose and Nicole had a lot of fun at the station. Robert gave a bone to","Then, Jose and Nicole had a lot of fun at the station. Nicole gave a bone to",37930,7924
918,"Then, Brian and Benjamin were thinking about going to the hospital. Brian wanted to give a necklace to","Then, Brian and Benjamin were thinking about going to the hospital. Matthew wanted to give a necklace to","Then, Brian and Benjamin were thinking about going to the hospital. Benjamin wanted to give a necklace to",19046,14468
69,"When Lisa and Katherine got a basketball at the restaurant, Lisa decided to give it to","When Lisa and Katherine got a basketball at the restaurant, Jesse decided to give it to","When Lisa and Katherine got a basketball at the restaurant, Katherine decided to give it to",37497,22707
722,"Then, Scott and Stephanie had a lot of fun at the store. Scott gave a bone to","Then, Scott and Stephanie had a lot of fun at the store. Jonathan gave a bone to","Then, Scott and Stephanie had a lot of fun at the store. Stephanie gave a bone to",38150,7493
338,"Then, Lauren and Amy were working at the hospital. Amy decided to give a kiss to","Then, Lauren and Amy were working at the hospital. Samuel decided to give a kiss to","Then, Lauren and Amy were working at the hospital. Lauren decided to give a kiss to",33821,22138
686,"Then, Charles and Nicholas were thinking about going to the restaurant. Charles wanted to give a snack to","Then, Charles and Nicholas were thinking about going to the restaurant. Lauren wanted to give a snack to","Then, Charles and Nicholas were thinking about going to the restaurant. Nicholas wanted to give a snack to",26876,8444
423,"Then, Jeremy and Lisa had a lot of fun at the restaurant. Jeremy gave a snack to","Then, Jeremy and Lisa had a lot of fun at the restaurant. Thomas gave a snack to","Then, Jeremy and Lisa had a lot of fun at the restaurant. Lisa gave a snack to",22707,25413
0,"Then, Sean and Kelly had a long argument, and afterwards Kelly said to","Then, Sean and Kelly had a long argument, and afterwards Ryan said to","Then, Sean and Kelly had a long argument, and afterwards Sean said to",22723,14943
33,"When James and Stephanie got a computer at the restaurant, James decided to give it to","When James and Stephanie got a computer at the restaurant, Crystal decided to give it to","When James and Stephanie got a computer at the restaurant, Stephanie decided to give it to",38150,5490
899,"Then, Cody and Matthew were working at the school. Cody decided to give a ring to","Then, Cody and Matthew were working at the school. Lindsay decided to give a ring to","Then, Cody and Matthew were working at the school. Matthew decided to give a ring to",18322,48545
904,"Then, Anthony and Patrick were working at the store. Patrick decided to give a snack to","Then, Anthony and Patrick were working at the store. Sean decided to give a snack to","Then, Anthony and Patrick were working at the store. Anthony decided to give a snack to",16358,15435
937,"Then, Amy and Alexander went to the school. Alexander gave a computer to","Then, Amy and Alexander went to the school. Kevin gave a computer to","Then, Amy and Alexander went to the school. Amy gave a computer to",22138,13651
493,"When William and Richard got a basketball at the office, Richard decided to give it to","When William and Richard got a basketball at the office, Rebecca decided to give it to","When William and Richard got a basketball at the office, William decided to give it to",7252,7727
365,"Then, Tyler and Sean had a lot of fun at the garden. Sean gave a computer to","Then, Tyler and Sean had a lot of fun at the garden. Crystal gave a computer to","Then, Tyler and Sean had a lot of fun at the garden. Tyler gave a computer to",26953,22723
4,"Then, Brandon and Jonathan were working at the school. Jonathan decided to give a computer to","Then, Brandon and Jonathan were working at the school. Crystal decided to give a computer to","Then, Brandon and Jonathan were working at the school. Brandon decided to give a computer to",29040,18985
276,"Then, Brandon and Crystal were thinking about going to the hospital. Crystal wanted to give a basketball to","Then, Brandon and Crystal were thinking about going to the hospital. Jason wanted to give a basketball to","Then, Brandon and Crystal were thinking about going to the hospital. Brandon wanted to give a basketball to",29040,29509
392,"When Justin and Angela got a drink at the station, Angela decided to give it to","When Justin and Angela got a drink at the station, Nicholas decided to give it to","When Justin and Angela got a drink at the station, Justin decided to give it to",20839,29804
452,"When Erin and Rachel got a ring at the store, Erin decided to give it to","When Erin and Rachel got a ring at the store, Mary decided to give it to","When Erin and Rachel got a ring at the store, Rachel decided to give it to",22739,46604
646,"Then, Lisa and Samuel had a long argument, and afterwards Lisa said to","Then, Lisa and Samuel had a long argument, and afterwards Ryan said to","Then, Lisa and Samuel had a long argument, and afterwards Samuel said to",20628,22707
491,"Then, Erin and Jennifer were thinking about going to the office. Erin wanted to give a ring to","Then, Erin and Jennifer were thinking about going to the office. Adam wanted to give a ring to","Then, Erin and Jennifer were thinking about going to the office. Jennifer wanted to give a ring to",26355,46604
645,"Then, Crystal and Megan were working at the school. Megan decided to give a snack to","Then, Crystal and Megan were working at the school. Sarah decided to give a snack to","Then, Crystal and Megan were working at the school. Crystal decided to give a snack to",29509,45867
579,"After Christine and Rachel went to the house, Christine gave a basketball to","After Christine and Rachel went to the house, Jason gave a basketball to","After Christine and Rachel went to the house, Rachel gave a basketball to",22739,36449
654,"Then, Aaron and Travis were working at the station. Aaron decided to give a bone to","Then, Aaron and Travis were working at the station. Rachel decided to give a bone to","Then, Aaron and Travis were working at the station. Travis decided to give a bone to",35382,22234
348,"Then, William and Amy went to the store. Amy gave a kiss to","Then, William and Amy went to the store. Daniel gave a kiss to","Then, William and Amy went to the store. William gave a kiss to",7252,22138
673,"Then, Elizabeth and Sean had a lot of fun at the store. Elizabeth gave a computer to","Then, Elizabeth and Sean had a lot of fun at the store. Sara gave a computer to","Then, Elizabeth and Sean had a lot of fun at the store. Sean gave a computer to",22723,12694
9,"After Angela and Ashley went to the house, Angela gave a kiss to","After Angela and Ashley went to the house, Scott gave a kiss to","After Angela and Ashley went to the house, Ashley gave a kiss to",33747,29804
244,"Then, William and Amber went to the hospital. William gave a basketball to","Then, William and Amber went to the hospital. Daniel gave a basketball to","Then, William and Amber went to the hospital. Amber gave a basketball to",41131,7252
3,"Then, Rachel and Daniel were thinking about going to the store. Daniel wanted to give a snack to","Then, Rachel and Daniel were thinking about going to the store. Travis wanted to give a snack to","Then, Rachel and Daniel were thinking about going to the store. Rachel wanted to give a snack to",22739,10213
641,"Then, Sean and Charles went to the garden. Charles gave a ring to","Then, Sean and Charles went to the garden. Ashley gave a ring to","Then, Sean and Charles went to the garden. Sean gave a ring to",22723,8444
962,"Then, Paul and Jeremy were working at the office. Jeremy decided to give a ring to","Then, Paul and Jeremy were working at the office. Lindsey decided to give a ring to","Then, Paul and Jeremy were working at the office. Paul decided to give a ring to",5171,25413
495,"Then, Amy and Katherine went to the house. Katherine gave a ring to","Then, Amy and Katherine went to the house. Scott gave a ring to","Then, Amy and Katherine went to the house. Amy gave a ring to",22138,37497
786,"When Angela and Robert got a bone at the restaurant, Robert decided to give it to","When Angela and Robert got a bone at the restaurant, Laura decided to give it to","When Angela and Robert got a bone at the restaurant, Angela decided to give it to",29804,6911
655,"Then, Aaron and John had a long argument, and afterwards John said to","Then, Aaron and John had a long argument, and afterwards Paul said to","Then, Aaron and John had a long argument, and afterwards Aaron said to",22234,2516
